coupled_FoFo_375_CCE.log @ arthur-ltf
2018-06-21T05:32:55

c0 = 3.344140e-02 (approx 0.74 wt.%)
T_C = 375.0 [oC]
total_time = 1000.0 [s]; n_time = 25400

mart: structure = bcc; E = 0.0 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-bcc.txt
      z0 = -1.16 um; zn = -0.66 um; n = 50
aus1: structure = fcc; E = 0.0 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-fcc.txt
      z0 = -0.66 um; zn = -0.33 um; n = 100
fer1: structure = bcc; E = 1787.5852936460433 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-bcc.txt
      z0 = -0.33 um; zn = -0.33 um; n = 10
aus2: structure = fcc; E = 0.0 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-fcc.txt
      z0 = -0.33 um; zn = 0.00 um; n = 100
fer2: structure = bcc; E = 1787.5852936460433 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-bcc.txt
      z0 = 0.00 um; zn = 0.00 um; n = 10
int1: type_int = 1 (fixed.fluxes)
int2: type_int = 3 (mobile.mmode)
int4: type_int = 3 (mobile.mmode)
int4: type_int = 3 (mobile.mmode)

 7200: t=90.000, cavg*=0.991348, r_mart=163.019, r_aus1=3.47754, r_fer1=0, r_aus2=13.6294, r_fer2=0
 7220: t=91.000, cavg*=0.991381, r_mart=163.019, r_aus1=3.45559, r_fer1=0, r_aus2=13.6245, r_fer2=0
 7240: t=92.000, cavg*=0.991414, r_mart=163.019, r_aus1=3.43413, r_fer1=0, r_aus2=13.6197, r_fer2=0
 7260: t=93.000, cavg*=0.991446, r_mart=163.019, r_aus1=3.41316, r_fer1=0, r_aus2=13.615, r_fer2=0
 7280: t=94.000, cavg*=0.991478, r_mart=163.019, r_aus1=3.39266, r_fer1=0, r_aus2=13.6102, r_fer2=0
 7300: t=95.000, cavg*=0.991508, r_mart=163.019, r_aus1=3.37261, r_fer1=0, r_aus2=13.6055, r_fer2=0
 7320: t=96.000, cavg*=0.991539, r_mart=163.019, r_aus1=3.35301, r_fer1=0, r_aus2=13.6008, r_fer2=0
 7340: t=97.000, cavg*=0.991568, r_mart=163.019, r_aus1=3.33383, r_fer1=0, r_aus2=13.5962, r_fer2=0
 7360: t=98.000, cavg*=0.991597, r_mart=163.019, r_aus1=3.31508, r_fer1=0, r_aus2=13.5916, r_fer2=0
 7380: t=99.000, cavg*=0.991626, r_mart=163.019, r_aus1=3.29672, r_fer1=0, r_aus2=13.5871, r_fer2=0
 7400: t=100.000, cavg*=0.991653, r_mart=163.019, r_aus1=3.27875, r_fer1=0, r_aus2=13.5825, r_fer2=0
 7420: t=101.000, cavg*=0.991681, r_mart=163.019, r_aus1=3.26117, r_fer1=0, r_aus2=13.578, r_fer2=0
 7440: t=102.000, cavg*=0.991708, r_mart=163.019, r_aus1=3.24395, r_fer1=0, r_aus2=13.5736, r_fer2=0
 7460: t=103.000, cavg*=0.991734, r_mart=163.019, r_aus1=3.2271, r_fer1=0, r_aus2=13.5692, r_fer2=0
 7480: t=104.000, cavg*=0.99176, r_mart=163.019, r_aus1=3.21059, r_fer1=0, r_aus2=13.5648, r_fer2=0
 7500: t=105.000, cavg*=0.991785, r_mart=163.019, r_aus1=3.19442, r_fer1=0, r_aus2=13.5604, r_fer2=0
 7520: t=106.000, cavg*=0.99181, r_mart=163.019, r_aus1=3.17858, r_fer1=0, r_aus2=13.5561, r_fer2=0
 7540: t=107.000, cavg*=0.991834, r_mart=163.019, r_aus1=3.16306, r_fer1=0, r_aus2=13.5518, r_fer2=0
 7560: t=108.000, cavg*=0.991858, r_mart=163.019, r_aus1=3.14785, r_fer1=0, r_aus2=13.5475, r_fer2=0
 7580: t=109.000, cavg*=0.991882, r_mart=163.019, r_aus1=3.13294, r_fer1=0, r_aus2=13.5433, r_fer2=0
 7600: t=110.000, cavg*=0.991905, r_mart=163.019, r_aus1=3.11832, r_fer1=0, r_aus2=13.5391, r_fer2=0
 7620: t=111.000, cavg*=0.991928, r_mart=163.019, r_aus1=3.10399, r_fer1=0, r_aus2=13.5349, r_fer2=0
 7640: t=112.000, cavg*=0.99195, r_mart=163.019, r_aus1=3.08994, r_fer1=0, r_aus2=13.5308, r_fer2=0
 7660: t=113.000, cavg*=0.991972, r_mart=163.019, r_aus1=3.07617, r_fer1=0, r_aus2=13.5267, r_fer2=0
 7680: t=114.000, cavg*=0.991994, r_mart=163.019, r_aus1=3.06265, r_fer1=0, r_aus2=13.5226, r_fer2=0
 7700: t=115.000, cavg*=0.992015, r_mart=163.019, r_aus1=3.04939, r_fer1=0, r_aus2=13.5186, r_fer2=0
 7720: t=116.000, cavg*=0.992036, r_mart=163.019, r_aus1=3.03639, r_fer1=0, r_aus2=13.5145, r_fer2=0
 7740: t=117.000, cavg*=0.992056, r_mart=163.019, r_aus1=3.02364, r_fer1=0, r_aus2=13.5105, r_fer2=0
 7760: t=118.000, cavg*=0.992076, r_mart=163.019, r_aus1=3.01111, r_fer1=0, r_aus2=13.5066, r_fer2=0
 7780: t=119.000, cavg*=0.992096, r_mart=163.019, r_aus1=2.99883, r_fer1=0, r_aus2=13.5027, r_fer2=0
 7800: t=120.000, cavg*=0.992116, r_mart=163.019, r_aus1=2.98676, r_fer1=0, r_aus2=13.4988, r_fer2=0
 7820: t=121.000, cavg*=0.992135, r_mart=163.019, r_aus1=2.97492, r_fer1=0, r_aus2=13.4949, r_fer2=0
 7840: t=122.000, cavg*=0.992153, r_mart=163.019, r_aus1=2.9633, r_fer1=0, r_aus2=13.491, r_fer2=0
 7860: t=123.000, cavg*=0.992172, r_mart=163.019, r_aus1=2.95188, r_fer1=0, r_aus2=13.4872, r_fer2=0
 7880: t=124.000, cavg*=0.99219, r_mart=163.019, r_aus1=2.94067, r_fer1=0, r_aus2=13.4834, r_fer2=0
 7900: t=125.000, cavg*=0.992208, r_mart=163.019, r_aus1=2.92966, r_fer1=0, r_aus2=13.4797, r_fer2=0
 7920: t=126.000, cavg*=0.992226, r_mart=163.019, r_aus1=2.91884, r_fer1=0, r_aus2=13.4759, r_fer2=0
 7940: t=127.000, cavg*=0.992243, r_mart=163.019, r_aus1=2.90822, r_fer1=0, r_aus2=13.4722, r_fer2=0
 7960: t=128.000, cavg*=0.99226, r_mart=163.019, r_aus1=2.89778, r_fer1=0, r_aus2=13.4685, r_fer2=0
 7980: t=129.000, cavg*=0.992277, r_mart=163.019, r_aus1=2.88753, r_fer1=0, r_aus2=13.4649, r_fer2=0
 8000: t=130.000, cavg*=0.992293, r_mart=163.019, r_aus1=2.87745, r_fer1=0, r_aus2=13.4612, r_fer2=0
 8020: t=131.000, cavg*=0.99231, r_mart=163.019, r_aus1=2.86755, r_fer1=0, r_aus2=13.4576, r_fer2=0
 8040: t=132.000, cavg*=0.992326, r_mart=163.019, r_aus1=2.85781, r_fer1=0, r_aus2=13.454, r_fer2=0
 8060: t=133.000, cavg*=0.992341, r_mart=163.019, r_aus1=2.84825, r_fer1=0, r_aus2=13.4505, r_fer2=0
 8080: t=134.000, cavg*=0.992357, r_mart=163.019, r_aus1=2.83885, r_fer1=0, r_aus2=13.447, r_fer2=0
 8100: t=135.000, cavg*=0.992372, r_mart=163.019, r_aus1=2.8296, r_fer1=0, r_aus2=13.4435, r_fer2=0
 8120: t=136.000, cavg*=0.992387, r_mart=163.019, r_aus1=2.82051, r_fer1=0, r_aus2=13.44, r_fer2=0
 8140: t=137.000, cavg*=0.992402, r_mart=163.019, r_aus1=2.81157, r_fer1=0, r_aus2=13.4365, r_fer2=0
 8160: t=138.000, cavg*=0.992416, r_mart=163.019, r_aus1=2.80278, r_fer1=0, r_aus2=13.4331, r_fer2=0
 8180: t=139.000, cavg*=0.992431, r_mart=163.019, r_aus1=2.79414, r_fer1=0, r_aus2=13.4297, r_fer2=0
 8200: t=140.000, cavg*=0.992445, r_mart=163.019, r_aus1=2.78563, r_fer1=0, r_aus2=13.4263, r_fer2=0
 8220: t=141.000, cavg*=0.992459, r_mart=163.019, r_aus1=2.77727, r_fer1=0, r_aus2=13.4229, r_fer2=0
 8240: t=142.000, cavg*=0.992473, r_mart=163.019, r_aus1=2.76904, r_fer1=0, r_aus2=13.4196, r_fer2=0
 8260: t=143.000, cavg*=0.992486, r_mart=163.019, r_aus1=2.76095, r_fer1=0, r_aus2=13.4163, r_fer2=0
 8280: t=144.000, cavg*=0.992499, r_mart=163.019, r_aus1=2.75299, r_fer1=0, r_aus2=13.413, r_fer2=0
 8300: t=145.000, cavg*=0.992513, r_mart=163.019, r_aus1=2.74515, r_fer1=0, r_aus2=13.4098, r_fer2=0
 8320: t=146.000, cavg*=0.992526, r_mart=163.019, r_aus1=2.73744, r_fer1=0, r_aus2=13.4065, r_fer2=0
 8340: t=147.000, cavg*=0.992538, r_mart=163.019, r_aus1=2.72985, r_fer1=0, r_aus2=13.4033, r_fer2=0
 8360: t=148.000, cavg*=0.992551, r_mart=163.019, r_aus1=2.72238, r_fer1=0, r_aus2=13.4001, r_fer2=0
 8380: t=149.000, cavg*=0.992563, r_mart=163.019, r_aus1=2.71503, r_fer1=0, r_aus2=13.3969, r_fer2=0
 8400: t=150.000, cavg*=0.992575, r_mart=163.019, r_aus1=2.70779, r_fer1=0, r_aus2=13.3938, r_fer2=0
 8420: t=151.000, cavg*=0.992587, r_mart=163.019, r_aus1=2.70067, r_fer1=0, r_aus2=13.3907, r_fer2=0
 8440: t=152.000, cavg*=0.992599, r_mart=163.019, r_aus1=2.69366, r_fer1=0, r_aus2=13.3876, r_fer2=0
 8460: t=153.000, cavg*=0.992611, r_mart=163.019, r_aus1=2.68675, r_fer1=0, r_aus2=13.3845, r_fer2=0
 8480: t=154.000, cavg*=0.992622, r_mart=163.019, r_aus1=2.67996, r_fer1=0, r_aus2=13.3814, r_fer2=0
 8500: t=155.000, cavg*=0.992634, r_mart=163.019, r_aus1=2.67327, r_fer1=0, r_aus2=13.3784, r_fer2=0
 8520: t=156.000, cavg*=0.992645, r_mart=163.019, r_aus1=2.66668, r_fer1=0, r_aus2=13.3754, r_fer2=0
 8540: t=157.000, cavg*=0.992656, r_mart=163.019, r_aus1=2.66019, r_fer1=0, r_aus2=13.3724, r_fer2=0
 8560: t=158.000, cavg*=0.992667, r_mart=163.019, r_aus1=2.65379, r_fer1=0, r_aus2=13.3694, r_fer2=0
 8580: t=159.000, cavg*=0.992678, r_mart=163.019, r_aus1=2.6475, r_fer1=0, r_aus2=13.3665, r_fer2=0
 8600: t=160.000, cavg*=0.992688, r_mart=163.019, r_aus1=2.6413, r_fer1=0, r_aus2=13.3636, r_fer2=0
 8620: t=161.000, cavg*=0.992699, r_mart=163.019, r_aus1=2.63519, r_fer1=0, r_aus2=13.3606, r_fer2=0
 8640: t=162.000, cavg*=0.992709, r_mart=163.019, r_aus1=2.62917, r_fer1=0, r_aus2=13.3578, r_fer2=0
 8660: t=163.000, cavg*=0.992719, r_mart=163.019, r_aus1=2.62324, r_fer1=0, r_aus2=13.3549, r_fer2=0
 8680: t=164.000, cavg*=0.992729, r_mart=163.019, r_aus1=2.6174, r_fer1=0, r_aus2=13.3521, r_fer2=0
 8700: t=165.000, cavg*=0.992739, r_mart=163.019, r_aus1=2.61164, r_fer1=0, r_aus2=13.3492, r_fer2=0
 8720: t=166.000, cavg*=0.992749, r_mart=163.019, r_aus1=2.60597, r_fer1=0, r_aus2=13.3464, r_fer2=0
 8740: t=167.000, cavg*=0.992758, r_mart=163.019, r_aus1=2.60038, r_fer1=0, r_aus2=13.3436, r_fer2=0
 8760: t=168.000, cavg*=0.992768, r_mart=163.019, r_aus1=2.59488, r_fer1=0, r_aus2=13.3409, r_fer2=0
 8780: t=169.000, cavg*=0.992777, r_mart=163.019, r_aus1=2.58945, r_fer1=0, r_aus2=13.3381, r_fer2=0
 8800: t=170.000, cavg*=0.992786, r_mart=163.019, r_aus1=2.5841, r_fer1=0, r_aus2=13.3354, r_fer2=0
 8820: t=171.000, cavg*=0.992796, r_mart=163.019, r_aus1=2.57883, r_fer1=0, r_aus2=13.3327, r_fer2=0
 8840: t=172.000, cavg*=0.992805, r_mart=163.019, r_aus1=2.57363, r_fer1=0, r_aus2=13.33, r_fer2=0
 8860: t=173.000, cavg*=0.992813, r_mart=163.019, r_aus1=2.56851, r_fer1=0, r_aus2=13.3274, r_fer2=0
 8880: t=174.000, cavg*=0.992822, r_mart=163.019, r_aus1=2.56346, r_fer1=0, r_aus2=13.3247, r_fer2=0
 8900: t=175.000, cavg*=0.992831, r_mart=163.019, r_aus1=2.55848, r_fer1=0, r_aus2=13.3221, r_fer2=0
 8920: t=176.000, cavg*=0.992839, r_mart=163.019, r_aus1=2.55357, r_fer1=0, r_aus2=13.3195, r_fer2=0
 8940: t=177.000, cavg*=0.992848, r_mart=163.019, r_aus1=2.54874, r_fer1=0, r_aus2=13.3169, r_fer2=0
 8960: t=178.000, cavg*=0.992856, r_mart=163.019, r_aus1=2.54397, r_fer1=0, r_aus2=13.3144, r_fer2=0
 8980: t=179.000, cavg*=0.992864, r_mart=163.019, r_aus1=2.53926, r_fer1=0, r_aus2=13.3118, r_fer2=0
 9000: t=180.000, cavg*=0.992872, r_mart=163.019, r_aus1=2.53462, r_fer1=0, r_aus2=13.3093, r_fer2=0
 9020: t=181.000, cavg*=0.99288, r_mart=163.019, r_aus1=2.53005, r_fer1=0, r_aus2=13.3068, r_fer2=0
 9040: t=182.000, cavg*=0.992888, r_mart=163.019, r_aus1=2.52554, r_fer1=0, r_aus2=13.3043, r_fer2=0
 9060: t=183.000, cavg*=0.992896, r_mart=163.019, r_aus1=2.52109, r_fer1=0, r_aus2=13.3018, r_fer2=0
 9080: t=184.000, cavg*=0.992904, r_mart=163.019, r_aus1=2.51671, r_fer1=0, r_aus2=13.2993, r_fer2=0
 9100: t=185.000, cavg*=0.992911, r_mart=163.019, r_aus1=2.51238, r_fer1=0, r_aus2=13.2969, r_fer2=0
 9120: t=186.000, cavg*=0.992919, r_mart=163.019, r_aus1=2.50811, r_fer1=0, r_aus2=13.2945, r_fer2=0
 9140: t=187.000, cavg*=0.992926, r_mart=163.019, r_aus1=2.5039, r_fer1=0, r_aus2=13.2921, r_fer2=0
 9160: t=188.000, cavg*=0.992933, r_mart=163.019, r_aus1=2.49975, r_fer1=0, r_aus2=13.2897, r_fer2=0
 9180: t=189.000, cavg*=0.992941, r_mart=163.019, r_aus1=2.49566, r_fer1=0, r_aus2=13.2873, r_fer2=0
 9200: t=190.000, cavg*=0.992948, r_mart=163.019, r_aus1=2.49162, r_fer1=0, r_aus2=13.285, r_fer2=0
 9220: t=191.000, cavg*=0.992955, r_mart=163.019, r_aus1=2.48763, r_fer1=0, r_aus2=13.2827, r_fer2=0
 9240: t=192.000, cavg*=0.992962, r_mart=163.019, r_aus1=2.4837, r_fer1=0, r_aus2=13.2804, r_fer2=0
 9260: t=193.000, cavg*=0.992969, r_mart=163.019, r_aus1=2.47982, r_fer1=0, r_aus2=13.2781, r_fer2=0
 9280: t=194.000, cavg*=0.992975, r_mart=163.019, r_aus1=2.47599, r_fer1=0, r_aus2=13.2758, r_fer2=0
 9300: t=195.000, cavg*=0.992982, r_mart=163.019, r_aus1=2.47222, r_fer1=0, r_aus2=13.2735, r_fer2=0
 9320: t=196.000, cavg*=0.992989, r_mart=163.019, r_aus1=2.46849, r_fer1=0, r_aus2=13.2713, r_fer2=0
 9340: t=197.000, cavg*=0.992995, r_mart=163.019, r_aus1=2.46481, r_fer1=0, r_aus2=13.2691, r_fer2=0
 9360: t=198.000, cavg*=0.993002, r_mart=163.019, r_aus1=2.46118, r_fer1=0, r_aus2=13.2669, r_fer2=0
 9380: t=199.000, cavg*=0.993008, r_mart=163.019, r_aus1=2.4576, r_fer1=0, r_aus2=13.2647, r_fer2=0
 9400: t=200.000, cavg*=0.993014, r_mart=163.019, r_aus1=2.45407, r_fer1=0, r_aus2=13.2625, r_fer2=0
 9420: t=201.000, cavg*=0.99302, r_mart=163.019, r_aus1=2.45058, r_fer1=0, r_aus2=13.2603, r_fer2=0
 9440: t=202.000, cavg*=0.993027, r_mart=163.019, r_aus1=2.44714, r_fer1=0, r_aus2=13.2582, r_fer2=0
 9460: t=203.000, cavg*=0.993033, r_mart=163.019, r_aus1=2.44374, r_fer1=0, r_aus2=13.2561, r_fer2=0
 9480: t=204.000, cavg*=0.993039, r_mart=163.019, r_aus1=2.44039, r_fer1=0, r_aus2=13.254, r_fer2=0
 9500: t=205.000, cavg*=0.993045, r_mart=163.019, r_aus1=2.43708, r_fer1=0, r_aus2=13.2519, r_fer2=0
 9520: t=206.000, cavg*=0.99305, r_mart=163.019, r_aus1=2.43381, r_fer1=0, r_aus2=13.2498, r_fer2=0
 9540: t=207.000, cavg*=0.993056, r_mart=163.019, r_aus1=2.43059, r_fer1=0, r_aus2=13.2477, r_fer2=0
 9560: t=208.000, cavg*=0.993062, r_mart=163.019, r_aus1=2.42741, r_fer1=0, r_aus2=13.2457, r_fer2=0
 9580: t=209.000, cavg*=0.993067, r_mart=163.019, r_aus1=2.42426, r_fer1=0, r_aus2=13.2436, r_fer2=0
 9600: t=210.000, cavg*=0.993073, r_mart=163.019, r_aus1=2.42116, r_fer1=0, r_aus2=13.2416, r_fer2=0
 9620: t=211.000, cavg*=0.993079, r_mart=163.019, r_aus1=2.4181, r_fer1=0, r_aus2=13.2396, r_fer2=0
 9640: t=212.000, cavg*=0.993084, r_mart=163.019, r_aus1=2.41508, r_fer1=0, r_aus2=13.2377, r_fer2=0
 9660: t=213.000, cavg*=0.993089, r_mart=163.019, r_aus1=2.41209, r_fer1=0, r_aus2=13.2357, r_fer2=0
 9680: t=214.000, cavg*=0.993095, r_mart=163.019, r_aus1=2.40914, r_fer1=0, r_aus2=13.2337, r_fer2=0
 9700: t=215.000, cavg*=0.9931, r_mart=163.019, r_aus1=2.40623, r_fer1=0, r_aus2=13.2318, r_fer2=0
 9720: t=216.000, cavg*=0.993105, r_mart=163.019, r_aus1=2.40336, r_fer1=0, r_aus2=13.2299, r_fer2=0
 9740: t=217.000, cavg*=0.99311, r_mart=163.019, r_aus1=2.40052, r_fer1=0, r_aus2=13.228, r_fer2=0
 9760: t=218.000, cavg*=0.993115, r_mart=163.019, r_aus1=2.39772, r_fer1=0, r_aus2=13.2261, r_fer2=0
 9780: t=219.000, cavg*=0.99312, r_mart=163.019, r_aus1=2.39496, r_fer1=0, r_aus2=13.2242, r_fer2=0
 9800: t=220.000, cavg*=0.993125, r_mart=163.019, r_aus1=2.39223, r_fer1=0, r_aus2=13.2223, r_fer2=0
 9820: t=221.000, cavg*=0.99313, r_mart=163.019, r_aus1=2.38953, r_fer1=0, r_aus2=13.2205, r_fer2=0
 9840: t=222.000, cavg*=0.993135, r_mart=163.019, r_aus1=2.38686, r_fer1=0, r_aus2=13.2187, r_fer2=0
 9860: t=223.000, cavg*=0.99314, r_mart=163.019, r_aus1=2.38423, r_fer1=0, r_aus2=13.2168, r_fer2=0
 9880: t=224.000, cavg*=0.993144, r_mart=163.019, r_aus1=2.38164, r_fer1=0, r_aus2=13.215, r_fer2=0
 9900: t=225.000, cavg*=0.993149, r_mart=163.019, r_aus1=2.37907, r_fer1=0, r_aus2=13.2132, r_fer2=0
 9920: t=226.000, cavg*=0.993154, r_mart=163.019, r_aus1=2.37654, r_fer1=0, r_aus2=13.2115, r_fer2=0
 9940: t=227.000, cavg*=0.993158, r_mart=163.019, r_aus1=2.37403, r_fer1=0, r_aus2=13.2097, r_fer2=0
 9960: t=228.000, cavg*=0.993163, r_mart=163.019, r_aus1=2.37156, r_fer1=0, r_aus2=13.208, r_fer2=0
 9980: t=229.000, cavg*=0.993167, r_mart=163.019, r_aus1=2.36912, r_fer1=0, r_aus2=13.2062, r_fer2=0
10000: t=230.000, cavg*=0.993171, r_mart=163.019, r_aus1=2.36671, r_fer1=0, r_aus2=13.2045, r_fer2=0
10020: t=231.000, cavg*=0.993176, r_mart=163.019, r_aus1=2.36432, r_fer1=0, r_aus2=13.2028, r_fer2=0
10040: t=232.000, cavg*=0.99318, r_mart=163.019, r_aus1=2.36197, r_fer1=0, r_aus2=13.2011, r_fer2=0
10060: t=233.000, cavg*=0.993184, r_mart=163.019, r_aus1=2.35965, r_fer1=0, r_aus2=13.1994, r_fer2=0
10080: t=234.000, cavg*=0.993188, r_mart=163.019, r_aus1=2.35735, r_fer1=0, r_aus2=13.1978, r_fer2=0
10100: t=235.000, cavg*=0.993193, r_mart=163.019, r_aus1=2.35508, r_fer1=0, r_aus2=13.1961, r_fer2=0
10120: t=236.000, cavg*=0.993197, r_mart=163.019, r_aus1=2.35284, r_fer1=0, r_aus2=13.1945, r_fer2=0
10140: t=237.000, cavg*=0.993201, r_mart=163.019, r_aus1=2.35063, r_fer1=0, r_aus2=13.1928, r_fer2=0
10160: t=238.000, cavg*=0.993205, r_mart=163.019, r_aus1=2.34844, r_fer1=0, r_aus2=13.1912, r_fer2=0
10180: t=239.000, cavg*=0.993209, r_mart=163.019, r_aus1=2.34628, r_fer1=0, r_aus2=13.1896, r_fer2=0
10200: t=240.000, cavg*=0.993213, r_mart=163.019, r_aus1=2.34415, r_fer1=0, r_aus2=13.188, r_fer2=0
10220: t=241.000, cavg*=0.993217, r_mart=163.019, r_aus1=2.34204, r_fer1=0, r_aus2=13.1865, r_fer2=0
10240: t=242.000, cavg*=0.99322, r_mart=163.019, r_aus1=2.33995, r_fer1=0, r_aus2=13.1849, r_fer2=0
10260: t=243.000, cavg*=0.993224, r_mart=163.019, r_aus1=2.3379, r_fer1=0, r_aus2=13.1834, r_fer2=0
10280: t=244.000, cavg*=0.993228, r_mart=163.019, r_aus1=2.33586, r_fer1=0, r_aus2=13.1818, r_fer2=0
10300: t=245.000, cavg*=0.993232, r_mart=163.019, r_aus1=2.33385, r_fer1=0, r_aus2=13.1803, r_fer2=0
10320: t=246.000, cavg*=0.993235, r_mart=163.019, r_aus1=2.33187, r_fer1=0, r_aus2=13.1788, r_fer2=0
10340: t=247.000, cavg*=0.993239, r_mart=163.019, r_aus1=2.3299, r_fer1=0, r_aus2=13.1773, r_fer2=0
10360: t=248.000, cavg*=0.993242, r_mart=163.019, r_aus1=2.32796, r_fer1=0, r_aus2=13.1758, r_fer2=0
10380: t=249.000, cavg*=0.993246, r_mart=163.019, r_aus1=2.32605, r_fer1=0, r_aus2=13.1743, r_fer2=0
10400: t=250.000, cavg*=0.993249, r_mart=163.019, r_aus1=2.32415, r_fer1=0, r_aus2=13.1729, r_fer2=0
10420: t=251.000, cavg*=0.993253, r_mart=163.019, r_aus1=2.32228, r_fer1=0, r_aus2=13.1714, r_fer2=0
10440: t=252.000, cavg*=0.993256, r_mart=163.019, r_aus1=2.32043, r_fer1=0, r_aus2=13.17, r_fer2=0
10460: t=253.000, cavg*=0.99326, r_mart=163.019, r_aus1=2.31861, r_fer1=0, r_aus2=13.1686, r_fer2=0
10480: t=254.000, cavg*=0.993263, r_mart=163.019, r_aus1=2.3168, r_fer1=0, r_aus2=13.1672, r_fer2=0
10500: t=255.000, cavg*=0.993266, r_mart=163.019, r_aus1=2.31502, r_fer1=0, r_aus2=13.1657, r_fer2=0
10520: t=256.000, cavg*=0.99327, r_mart=163.019, r_aus1=2.31325, r_fer1=0, r_aus2=13.1644, r_fer2=0
10540: t=257.000, cavg*=0.993273, r_mart=163.019, r_aus1=2.31151, r_fer1=0, r_aus2=13.163, r_fer2=0
10560: t=258.000, cavg*=0.993276, r_mart=163.019, r_aus1=2.30979, r_fer1=0, r_aus2=13.1616, r_fer2=0
10580: t=259.000, cavg*=0.993279, r_mart=163.019, r_aus1=2.30808, r_fer1=0, r_aus2=13.1603, r_fer2=0
10600: t=260.000, cavg*=0.993282, r_mart=163.019, r_aus1=2.3064, r_fer1=0, r_aus2=13.1589, r_fer2=0
10620: t=261.000, cavg*=0.993285, r_mart=163.019, r_aus1=2.30474, r_fer1=0, r_aus2=13.1576, r_fer2=0
10640: t=262.000, cavg*=0.993288, r_mart=163.019, r_aus1=2.30309, r_fer1=0, r_aus2=13.1563, r_fer2=0
10660: t=263.000, cavg*=0.993291, r_mart=163.019, r_aus1=2.30147, r_fer1=0, r_aus2=13.1549, r_fer2=0
10680: t=264.000, cavg*=0.993294, r_mart=163.019, r_aus1=2.29986, r_fer1=0, r_aus2=13.1536, r_fer2=0
10700: t=265.000, cavg*=0.993297, r_mart=163.019, r_aus1=2.29827, r_fer1=0, r_aus2=13.1524, r_fer2=0
10720: t=266.000, cavg*=0.9933, r_mart=163.019, r_aus1=2.29671, r_fer1=0, r_aus2=13.1511, r_fer2=0
10740: t=267.000, cavg*=0.993303, r_mart=163.019, r_aus1=2.29515, r_fer1=0, r_aus2=13.1498, r_fer2=0
10760: t=268.000, cavg*=0.993306, r_mart=163.019, r_aus1=2.29362, r_fer1=0, r_aus2=13.1486, r_fer2=0
10780: t=269.000, cavg*=0.993309, r_mart=163.019, r_aus1=2.29211, r_fer1=0, r_aus2=13.1473, r_fer2=0
10800: t=270.000, cavg*=0.993312, r_mart=163.019, r_aus1=2.29061, r_fer1=0, r_aus2=13.1461, r_fer2=0
10820: t=271.000, cavg*=0.993315, r_mart=163.019, r_aus1=2.28913, r_fer1=0, r_aus2=13.1448, r_fer2=0
10840: t=272.000, cavg*=0.993317, r_mart=163.019, r_aus1=2.28766, r_fer1=0, r_aus2=13.1436, r_fer2=0
10860: t=273.000, cavg*=0.99332, r_mart=163.019, r_aus1=2.28621, r_fer1=0, r_aus2=13.1424, r_fer2=0
10880: t=274.000, cavg*=0.993323, r_mart=163.019, r_aus1=2.28478, r_fer1=0, r_aus2=13.1412, r_fer2=0
10900: t=275.000, cavg*=0.993325, r_mart=163.019, r_aus1=2.28337, r_fer1=0, r_aus2=13.1401, r_fer2=0
10920: t=276.000, cavg*=0.993328, r_mart=163.019, r_aus1=2.28197, r_fer1=0, r_aus2=13.1389, r_fer2=0
10940: t=277.000, cavg*=0.99333, r_mart=163.019, r_aus1=2.28059, r_fer1=0, r_aus2=13.1377, r_fer2=0
10960: t=278.000, cavg*=0.993333, r_mart=163.019, r_aus1=2.27922, r_fer1=0, r_aus2=13.1366, r_fer2=0
10980: t=279.000, cavg*=0.993336, r_mart=163.019, r_aus1=2.27787, r_fer1=0, r_aus2=13.1354, r_fer2=0
11000: t=280.000, cavg*=0.993338, r_mart=163.019, r_aus1=2.27653, r_fer1=0, r_aus2=13.1343, r_fer2=0
11020: t=281.000, cavg*=0.993341, r_mart=163.019, r_aus1=2.27521, r_fer1=0, r_aus2=13.1332, r_fer2=0
11040: t=282.000, cavg*=0.993343, r_mart=163.019, r_aus1=2.27391, r_fer1=0, r_aus2=13.132, r_fer2=0
11060: t=283.000, cavg*=0.993345, r_mart=163.019, r_aus1=2.27262, r_fer1=0, r_aus2=13.1309, r_fer2=0
11080: t=284.000, cavg*=0.993348, r_mart=163.019, r_aus1=2.27134, r_fer1=0, r_aus2=13.1298, r_fer2=0
11100: t=285.000, cavg*=0.99335, r_mart=163.019, r_aus1=2.27008, r_fer1=0, r_aus2=13.1288, r_fer2=0
11120: t=286.000, cavg*=0.993353, r_mart=163.019, r_aus1=2.26883, r_fer1=0, r_aus2=13.1277, r_fer2=0
11140: t=287.000, cavg*=0.993355, r_mart=163.019, r_aus1=2.26759, r_fer1=0, r_aus2=13.1266, r_fer2=0
11160: t=288.000, cavg*=0.993357, r_mart=163.019, r_aus1=2.26637, r_fer1=0, r_aus2=13.1256, r_fer2=0
